dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
ECG200,global_mean,lime_mrseql,rocket,0,0.9
ECG200,global_mean,lime_mrseql,rocket,10,0.84
ECG200,global_mean,lime_mrseql,rocket,20,0.8
ECG200,global_mean,lime_mrseql,rocket,30,0.75
ECG200,global_mean,lime_mrseql,rocket,40,0.71
ECG200,global_mean,lime_mrseql,rocket,50,0.7
ECG200,global_mean,lime_mrseql,rocket,60,0.72
ECG200,global_mean,lime_mrseql,rocket,70,0.63
ECG200,global_mean,lime_mrseql,rocket,80,0.45
ECG200,global_mean,lime_mrseql,rocket,90,0.46
ECG200,global_mean,lime_mrseql,rocket,100,0.36
ECG200,global_mean,mrseql,rocket,0,0.9
ECG200,global_mean,mrseql,rocket,10,0.91
ECG200,global_mean,mrseql,rocket,20,0.83
ECG200,global_mean,mrseql,rocket,30,0.8
ECG200,global_mean,mrseql,rocket,40,0.72
ECG200,global_mean,mrseql,rocket,50,0.65
ECG200,global_mean,mrseql,rocket,60,0.49
ECG200,global_mean,mrseql,rocket,70,0.39
ECG200,global_mean,mrseql,rocket,80,0.29
ECG200,global_mean,mrseql,rocket,90,0.34
ECG200,global_mean,mrseql,rocket,100,0.36
ECG200,global_mean,cam,rocket,0,0.9
ECG200,global_mean,cam,rocket,10,0.77
ECG200,global_mean,cam,rocket,20,0.76
ECG200,global_mean,cam,rocket,30,0.78
ECG200,global_mean,cam,rocket,40,0.81
ECG200,global_mean,cam,rocket,50,0.76
ECG200,global_mean,cam,rocket,60,0.69
ECG200,global_mean,cam,rocket,70,0.72
ECG200,global_mean,cam,rocket,80,0.69
ECG200,global_mean,cam,rocket,90,0.66
ECG200,global_mean,cam,rocket,100,0.36
ECG200,global_mean,GS,rocket,0,0.9
ECG200,global_mean,GS,rocket,10,0.68
ECG200,global_mean,GS,rocket,20,0.68
ECG200,global_mean,GS,rocket,30,0.68
ECG200,global_mean,GS,rocket,40,0.63
ECG200,global_mean,GS,rocket,50,0.63
