1.423795421085404488e-02,8.618337700303263516e-02,2.239780761321118197e-02,4.053775237651223162e-01,3.325263358213713660e-01,8.886954667043436840e-02,4.863939909926437433e-02,-4.180434681779677218e-03,2.049594561358478520e-02,3.815848111592281405e-02
1.667786261254289998e-02,7.340381772859458365e-02,2.495691634190220498e-01,2.041242989356497825e-02,1.459803903131304259e-01,3.118573219424886633e-01,1.924764305429979561e-01,1.589647551540500359e-01,-1.815540898305183573e-02,-3.709872048257203698e-03
-2.450087777400519404e-02,-4.119153578618776207e-02,1.869874539866756349e-02,1.688624503251279912e-02,-1.166377006643975894e-01,1.130326627847993461e-02,1.775246980599885782e-02,-2.943118681235718220e-03,-5.024065324747305737e-03,-2.509703663365501700e-02
-2.401278771252448804e-02,1.149252996763161228e-01,1.198316796280977925e-01,2.150799700699068673e-01,1.315942013461444127e-01,2.036091066980180997e-01,3.324297375259822052e-01,1.366254823296359500e-01,5.926872784387161169e-02,9.294927436078044558e-02
2.672861596715916596e-02,8.855110522651529759e-02,1.247504543836598923e-01,1.249543830547189954e-01,1.034067165593144516e-01,1.122065374296208062e-01,3.209827602193435769e-01,2.341440220595474853e-01,5.196095998989396642e-02,2.717723828699078470e-02
5.535856179358311646e-03,-2.245778478126853397e-02,-3.050336292038320976e-02,-1.334105190570603408e-02,-2.492364091831120870e-02,-2.853714792997634822e-02,-9.744371503760134237e-03,3.369301738475605212e-03,9.766020377685620882e-03,1.230324081438109556e-02
-1.136193676680702022e-02,-2.919510209435321677e-02,-2.315104222780871995e-02,-9.166829760294245566e-03,-2.503677101737204064e-02,-3.531379901977534097e-02,-9.154087640135372649e-04,-6.088833348451915851e-03,-1.028824409927678492e-02,-8.484599276739196450e-03
-6.331781231943772216e-03,-1.255868619784119775e-02,-2.225463596501120120e-02,-2.900727811354589583e-02,-1.372861723078968622e-02,-1.871737297564510932e-02,-1.553192317016671709e-02,-4.710522251756924308e-03,2.201134634172248559e-03,-8.808078829030055110e-03
1.353137466911507047e-01,1.477021609395575419e-01,8.978519014747285421e-02,3.509717379687483096e-01,2.238104558199884020e-01,7.906027209277464995e-02,4.855549140895589616e-02,1.026902942211083275e-01,3.240384040746350364e-02,2.861735614187473423e-02
8.637351476434500935e-03,-1.766244551186139586e-02,-9.952589499091155090e-03,-1.664643631449535394e-02,-1.905895914524964596e-02,-3.157669767238734104e-02,-1.298921710090729029e-02,-1.490027857392872343e-02,-2.263558321444316193e-02,-1.141889845213367276e-02
-2.632780461926945842e-02,6.802921812446724448e-02,1.202734821500439505e-01,-6.033277121856363279e-02,2.617233149115657520e-01,2.915300575877283196e-01,1.644061095952539797e-01,2.152912199099094315e-01,3.408791724681012325e-02,5.001483979812981762e-02
-1.414780520106845817e-02,-7.851351713294933699e-02,-4.067518742768031978e-03,-3.218531690672499918e-02,-2.627996299818313470e-03,1.369899724847589879e-02,3.010121124071593428e-03,1.471989096758009527e-03,3.075573646493632435e-02,-6.212030755600907693e-03
1.800644769034310741e-03,-1.559073966195684974e-02,-2.698358993002047870e-03,-4.977900103992673186e-02,-1.549440185199296022e-02,1.097714711283922454e-03,9.898549445929017213e-03,-1.125869591995799432e-02,-3.231950356233786320e-03,-9.564308935449378863e-04
1.270144734691564803e-01,1.923789002749820565e-01,4.789061155649734086e-02,1.698329275101861102e-01,2.882531185989451461e-01,1.597659479897835244e-01,8.889997960804565946e-02,4.160220863880339723e-03,6.448121590277265669e-02,4.237682688048663437e-02
7.423030213400410790e-03,2.395470151443296336e-02,2.215122809765527612e-01,6.418216873102905451e-02,5.790186893334932361e-02,2.111036484559927207e-01,2.923293880195468319e-01,1.479346302111071154e-01,5.311436781966265286e-02,7.506748871391499822e-02
