-2.105769250498190507e-04,-9.670814106901209906e-02,-9.046561079482091927e-02,1.129119831287853370e-01,6.348911569228792018e-02,-1.118137274853074070e-01,-1.172038611140229503e-01,1.919215215399963925e-01,-1.319569193155384693e-02,4.303387331630613433e-02
-3.523716060920693838e-02,-5.777945459358157371e-02,-7.990047237390367207e-02,1.265297606587132417e-01,-7.671008032465660709e-02,-8.481090866872016687e-02,-6.395844955024541922e-02,1.047408630140917590e-01,2.225009004911123606e-02,-9.767294296725759564e-03
-2.198478151919784976e-02,-8.864972497874133717e-02,-1.947912435889628535e-01,-3.646486604727551817e-01,-1.331580971619263087e-01,-6.179550522434282267e-02,-2.216280083748519147e-01,9.460700446876839365e-02,-8.415820613125962746e-02,-1.954501482505904136e-02
-1.296795242427794745e-02,-8.338369692104627071e-03,-7.010038589436886139e-03,1.452122664827574551e-02,-2.719016862812284174e-03,-1.341129118874768468e-02,-5.142233929183575962e-03,9.067867339934219950e-03,-6.717811636431363087e-03,-1.866188134717994751e-03
-1.346117523996088194e-01,-1.046447271144399505e-01,-1.835700005347892239e-01,-2.221286490068710984e-01,-3.182026526279442824e-01,-5.286262427500234423e-02,-2.933371117414063090e-01,9.826530831292194790e-03,-2.243800064948409112e-01,-9.617877194651981709e-02
-4.656513566408842369e-02,5.602187808463885907e-03,-6.521954499817395057e-02,5.705728354562046578e-02,4.132650934248965208e-02,-4.587897718320990692e-02,-5.013343000495444624e-02,7.957032598861839279e-02,-3.427343249813468579e-02,-7.330259725311905582e-03
-2.915959858603763000e-02,-9.700558543911051365e-03,-1.193867072656398798e-01,-1.554232516378883655e-01,1.366872143923373306e-01,-8.369194875938652800e-02,-1.740673441772953856e-02,-2.272794765554611573e-02,-6.522082058174244468e-02,-3.386649659402642815e-02
-4.228578801878496093e-03,-1.369444674353597138e-02,-3.277385792750970445e-02,4.226059901534014174e-02,-1.052121276396985987e-02,-1.926103840605057974e-03,-3.815349540851235648e-04,7.524974931895289480e-03,-2.240833180873376840e-03,-6.759943676175329298e-03
-3.457858524550077445e-02,3.844628326701554752e-05,1.994192064710308826e-02,5.682905819654482122e-04,1.177982587996133368e-01,-9.414747017663203932e-02,-1.912055055624443597e-02,8.796504132291921296e-02,-8.605489699373677914e-02,-4.349071600415037320e-02
-1.802960792794167932e-01,-1.325884995751525353e-01,-1.949611961119228007e-02,-8.568984191214969182e-02,-8.362574167064561192e-02,9.438267310204799532e-02,-1.364160792070131523e-01,1.248932536581581765e-02,-1.399142706378261047e-01,-2.855619300580216138e-02
