-1.812678724527359009e-01,4.458114624023437500e+00,8.600726127624511719e+00,3.354921817779541016e+00,1.031991767883300781e+01,1.039712333679199219e+01,1.488365888595581055e+00,6.455520629882812500e+00,1.158263206481933594e+01,1.287693214416503906e+01,4.103727817535400391e+00,1.844025611877441406e+01,-5.307333469390869141e+00,3.316481828689575195e+00,8.705461502075195312e+00,1.587901878356933594e+01,1.075401401519775391e+01,-1.958393454551696777e+00,4.318419647216796875e+01,3.515697479248046875e+01,3.333176803588867188e+01,3.266202545166015625e+01,2.754871749877929688e+01,3.571881866455078125e+01,3.712794494628906250e+01,2.938587379455566406e+01,3.518594741821289062e+01,3.500294494628906250e+01,3.056360435485839844e+01,4.704512786865234375e+01,2.435133361816406250e+01,2.469340133666992188e+01,-6.442821502685546875e+00,1.531077098846435547e+01,1.492351722717285156e+01,1.090387058258056641e+01,1.138241291046142578e+01,-9.549893379211425781e+00,1.289506554603576660e-01,-7.375344276428222656e+00,-6.490452766418457031e+00,8.144567489624023438e+00,-3.373567104339599609e+00,9.392342567443847656e-01,1.772534179687500000e+01,1.146216487884521484e+01,1.194337654113769531e+01,6.956465721130371094e+00,5.289171218872070312e+00,-5.939717769622802734e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.005273103713989258e+00,1.403790712356567383e+00,3.001039266586303711e+00,3.953526258468627930e+00,1.026447534561157227e+00,2.120907068252563477e+00,-5.076507329940795898e-01,1.246284484863281250e+00,2.669246912002563477e+00,3.770967125892639160e-01,8.124728202819824219e-01,9.253229141235351562e+00,6.196379184722900391e+00,7.707374572753906250e+00,5.455511808395385742e-01,1.074745059013366699e+00,5.013188362121582031e+00,8.321377635002136230e-01,4.981708049774169922e+00,8.112160682678222656e+00,8.811212539672851562e+00,7.966615200042724609e+00,6.764152526855468750e+00,1.076604080200195312e+01,5.454837322235107422e+00,9.391406059265136719e+00,6.453180789947509766e+00,8.903892517089843750e+00,1.009597873687744141e+01,9.663763999938964844e+00,7.058028221130371094e+00,1.019527435302734375e+01,1.149219632148742676e+00,3.314842700958251953e+00,-1.074461460113525391e+00,9.383447766304016113e-01,-1.586366295814514160e+00,1.967327117919921875e+00,5.399694442749023438e+00,2.219687938690185547e+00,6.930594444274902344e+00,9.018809199333190918e-01,-4.329194545745849609e+00,9.181388616561889648e-01,2.338947355747222900e-01,8.200104832649230957e-01,1.479703187942504883e+00,7.681658267974853516e-01,-4.444325566291809082e-01,1.275335073471069336e+00
3.289119899272918701e-01,1.508229136466979980e+00,6.457122564315795898e-01,9.669728279113769531e-01,1.216877937316894531e+00,3.873694181442260742e+00,1.765676259994506836e+00,2.791900634765625000e+00,4.667285442352294922e+00,6.212634086608886719e+00,7.073656916618347168e-01,-3.407536983489990234e+00,3.575988292694091797e+00,-3.895965099334716797e+00,-3.392004013061523438e+00,4.951344966888427734e+00,-1.099572777748107910e+00,8.372467041015625000e+00,1.321911048889160156e+01,8.723112106323242188e+00,1.221939277648925781e+01,9.451239585876464844e+00,8.611815452575683594e+00,8.917329788208007812e+00,9.694355010986328125e+00,4.863180637359619141e+00,1.070401954650878906e+01,1.040344524383544922e+01,1.067849254608154297e+01,8.661130905151367188e+00,1.404385089874267578e+01,7.566709041595458984e+00,3.777841567993164062e+00,2.982058763504028320e+00,4.024499416351318359e+00,9.485398292541503906e+00,-1.694362282752990723e+00,-4.032345488667488098e-02,2.105339050292968750e+00,4.276231288909912109e+00,4.986429214477539062e-01,1.215216994285583496e+00,-7.371422052383422852e-01,3.001981973648071289e+00,1.989889502525329590e+00,-7.032153606414794922e-01,1.106158494949340820e+00,4.705651402473449707e-01,-3.563381671905517578e+00,-3.674798607826232910e-01
2.518613934516906738e-01,4.203954219818115234e+00,3.700171232223510742e+00,4.649585247039794922e+00,7.821071624755859375e+00,4.380708694458007812e+00,1.476412391662597656e+01,-6.084030151367187500e+00,1.981204605102539062e+01,1.775539016723632812e+01,8.136041641235351562e+00,1.768427491188049316e+00,4.642676353454589844e+00,7.520425319671630859e+00,-9.648750424385070801e-01,1.340619182586669922e+01,4.090467393398284912e-01,-4.040531635284423828e+00,3.516902542114257812e+01,2.761608886718750000e+01,2.542308616638183594e+01,3.664974975585937500e+01,3.244347000122070312e+01,3.629200744628906250e+01,5.040522003173828125e+01,3.363262176513671875e+01,2.771926879882812500e+01,3.112951087951660156e+01,4.671467971801757812e+01,3.467676162719726562e+01,2.803829956054687500e+01,3.941657257080078125e+01,4.853057861328125000e+00,1.690572738647460938e+01,8.234074592590332031e+00,2.156235313415527344e+01,1.051360893249511719e+01,-1.817048835754394531e+01,-9.648117065429687500e+00,-2.535086154937744141e+00,2.507036685943603516e+00,2.984972000122070312e+00,1.490071892738342285e+00,5.374924659729003906e+00,-1.589725732803344727e+00,4.381447792053222656e+00,2.691858768463134766e+00,-1.778214693069458008e+00,2.653592348098754883e+00,9.574611783027648926e-01
3.077104389667510986e-01,2.567257165908813477e+00,4.343414306640625000e-01,4.528176784515380859e+00,2.097634077072143555e+00,-1.243229627609252930e+00,3.780249118804931641e+00,8.824671745300292969e+00,7.700419425964355469e+00,4.626207828521728516e+00,-1.440950036048889160e+00,7.204060554504394531e+00,3.263898849487304688e+00,2.284980297088623047e+00,2.806506633758544922e+00,1.342082023620605469e+00,-1.415979862213134766e+00,-6.653766632080078125e+00,2.837081909179687500e+01,2.250782775878906250e+01,1.609110260009765625e+01,2.042419052124023438e+01,1.606774711608886719e+01,1.562962913513183594e+01,2.002975273132324219e+01,2.169295120239257812e+01,2.274639320373535156e+01,5.991539001464843750e+00,2.371272277832031250e+01,1.992890548706054688e+01,1.283472633361816406e+01,1.742571067810058594e+01,7.044597625732421875e+00,9.651884078979492188e+00,7.291210174560546875e+00,9.686489105224609375e-01,1.753085106611251831e-01,1.407353043556213379e+00,-6.890854835510253906e+00,2.794943094253540039e+00,-1.814355850219726562e+00,-7.487831115722656250e+00,6.624705195426940918e-01,7.766161918640136719e+00,6.095508575439453125e+00,8.340891838073730469e+00,8.990856409072875977e-01,-1.733257293701171875e+00,4.158768653869628906e+00,-9.517253935337066650e-02
5.227945327758789062e+00,-3.955187320709228516e+00,1.600205421447753906e+01,5.039052009582519531e+00,2.479207420349121094e+01,8.992456436157226562e+00,1.895627784729003906e+01,1.871474075317382812e+01,1.543784904479980469e+01,-1.640214157104492188e+01,1.479133319854736328e+01,5.405175685882568359e+00,1.100986385345458984e+01,-2.757373094558715820e+00,1.497399330139160156e+01,-2.785975646972656250e+01,1.882503509521484375e+00,2.785289382934570312e+01,4.169034194946289062e+01,3.202444839477539062e+01,5.799246215820312500e+01,5.221846771240234375e+01,5.128321456909179688e+01,5.633004760742187500e+01,5.167343139648437500e+01,5.588386154174804688e+01,4.629476928710937500e+01,4.857044219970703125e+01,5.116497421264648438e+01,3.586788177490234375e+01,4.567974090576171875e+01,3.465559005737304688e+01,-1.721170043945312500e+01,2.967375564575195312e+01,4.784242153167724609e+00,3.404632949829101562e+01,1.791385650634765625e+00,1.179792594909667969e+01,2.034964561462402344e+01,8.250117301940917969e+00,-1.093823432922363281e+01,2.785963439941406250e+01,8.406005859375000000e+00,2.231593704223632812e+01,3.384998798370361328e+00,4.434041976928710938e+01,1.193520927429199219e+01,1.583775615692138672e+01,7.196873664855957031e+00,9.618794441223144531e+00
1.302737742662429810e-01,1.010961055755615234e+00,2.774237394332885742e+00,9.298974871635437012e-01,-5.830529928207397461e-01,3.189409255981445312e+00,-3.149303913116455078e+00,-4.179593026638031006e-01,4.194314479827880859e+00,3.279330015182495117e+00,2.494886875152587891e+00,4.569853782653808594e+00,1.082497835159301758e+00,3.135052680969238281e+00,2.535713672637939453e+00,-5.814698934555053711e-01,3.788782954216003418e-01,4.586941242218017578e+00,1.263284015655517578e+01,1.583002948760986328e+01,8.817528724670410156e+00,7.992495059967041016e+00,9.851498603820800781e+00,8.438539505004882812e+00,9.234566688537597656e+00,1.120001506805419922e+01,7.637537956237792969e+00,6.792870521545410156e+00,1.071604442596435547e+01,9.783259391784667969e+00,1.029320335388183594e+01,1.146772193908691406e+01,6.954350948333740234e+00,3.893412113189697266e+00,1.861856102943420410e+00,6.379616260528564453e+00,5.076848506927490234e+00,4.550063610076904297e+00,4.265023708343505859e+00,3.294745683670043945e+00,2.457783460617065430e+00,2.307857513427734375e+00,3.280791521072387695e+00,3.731524050235748291e-01,2.186458587646484375e+00,6.594561100006103516e+00,3.877512454986572266e+00,-4.954452514648437500e-01,1.418828964233398438e+00,1.378040552139282227e+00
2.433151900768280029e-01,5.142834186553955078e-01,1.939418554306030273e+00,7.456837296485900879e-01,4.125518798828125000e+00,-3.630969524383544922e+00,-1.103417724370956421e-01,-5.738273859024047852e-01,8.592287898063659668e-01,4.785977363586425781e+00,5.045825988054275513e-02,3.925613880157470703e+00,4.674310684204101562e+00,5.877615451812744141e+00,-3.482083082199096680e-01,1.342850446701049805e+00,2.962606251239776611e-01,3.341968059539794922e-01,5.357009410858154297e+00,7.919447898864746094e+00,1.206448268890380859e+01,1.179342842102050781e+01,8.086577415466308594e+00,6.152787685394287109e+00,9.037514686584472656e+00,7.548872470855712891e+00,1.029670143127441406e+01,8.760202407836914062e+00,7.830286502838134766e+00,8.185996055603027344e+00,4.880275726318359375e+00,1.086556625366210938e+01,-7.997220158576965332e-01,1.079674053192138672e+01,4.520794868469238281e+00,-4.851530194282531738e-01,3.655487775802612305e+00,1.634571313858032227e+00,5.380778789520263672e+00,-2.799895048141479492e+00,3.522241592407226562e+00,7.706611633300781250e+00,5.763579845428466797e+00,7.316335201263427734e+00,2.381823301315307617e+00,3.648083209991455078e+00,3.158563375473022461e+00,1.764458656311035156e+00,2.900546073913574219e+00,2.547565996646881104e-01
-1.254800200462341309e+00,-1.621858239173889160e+00,-5.269013404846191406e+00,-4.926827430725097656e+00,-1.356258034706115723e+00,-1.287242650985717773e+00,-9.584363102912902832e-01,-4.933582782745361328e+00,-2.359735250473022461e+00,-6.684957981109619141e+00,2.033817768096923828e+00,-3.311431169509887695e+00,-3.900011777877807617e+00,-1.607826232910156250e+00,-2.305396318435668945e+00,-3.512076735496520996e-01,-2.139232397079467773e+00,-2.243700504302978516e+00,1.035607337951660156e+01,6.323327064514160156e+00,1.108310508728027344e+01,8.613413810729980469e+00,1.336879253387451172e+01,6.055189132690429688e+00,9.723496437072753906e+00,9.016010284423828125e+00,9.312504768371582031e+00,1.268874263763427734e+01,1.141740417480468750e+01,5.313727378845214844e+00,1.029296302795410156e+01,1.883708190917968750e+01,-7.251265048980712891e+00,-1.299393177032470703e+01,-3.470106124877929688e+00,-7.917332649230957031e+00,-1.965031862258911133e+00,-6.122595787048339844e+00,-2.720779180526733398e+00,-3.820445239543914795e-01,-1.273070049285888672e+01,-4.595973968505859375e+00,-4.679898262023925781e+00,-7.043235778808593750e+00,-3.938795804977416992e+00,-2.503349065780639648e+00,-3.076274394989013672e+00,-1.328533768653869629e+00,-7.506048083305358887e-01,-1.746978759765625000e+00
